601	Reset metronome session
602	Close metronome settings
603	{value1} settings
604	AUTOMATOR interval
605	TRACKER timer
606	Metronome mode
607	 Groove
608	Groove Packs ▾
609	BPM control. Swipe left or right to adjust BPM only
610	Save and load metronome settings
611	Metronome preset name
612	Warm-up
613	Load metronome preset
614	Map Studio
615	Build fretboard recognition and picking accuracy through repetition.
616	Note Shooter difficulty
617	Difficulty
618	Current 
619	{value1} · Up to {value2} targets
620	Speed 
621	× · Settings
622	Note Shooter history
623	Practice totals
624	Games played
625	 times
626	Practice time
627	Targets cleared
628	Shots fired
629	Hits
630	History by difficulty
631	Last 10 games
632	Easy
633	No history yet
634	Play your first game
635	Target
636	Waiting
637	String {value1} {value2}
638	No fretboard position
639	Waiting for a target note
640	Detected note
641	Microphone
642	Difficulty cannot be changed during a game.
643	Choose difficulty
644	Hints
645	Playing hints {value1}
646	Level {value1}
647	About playing hints
648	Korean solfège display {value1}
649	Korean solfège ON · Switch to letter names
650	Korean solfège OFF · Switch to Korean solfège
651	Note Shooter MIDI connection
652	Note Shooter microphone on
653	Enable Note Shooter microphone
654	Landscape-only map information
655	Landscape-only map
656	Rotate your phone to landscape.
657	Change map
658	Landscape view
659	Level 
660	Landscape map navigation
661	Leave landscape map
662	Home
663	Return to the previous portrait map
664	Back
665	Target note
666	OFF hides hints, 1 shows the fret, and 2 shows the fret and string.
667	Note Shooter score and level
668	Current loadout
669	Note Shooter best score
670	Note Shooter status
671	Open strings–fret 12 · Random, including sharps
672	Target note {value1}{value2}{value3}
673	 Click to attack
674	Current target
675	Current guitar and effect alignment preview
676	Move {value1}: press and drag
677	Press and drag to move
678	Lives left: {value1}
679	Section {value1} · Accuracy {value2}%
680	After {value1}, the next tempo is {value2} BPM.
681	Your consistent accuracy is ready for {value1} BPM.
682	Missed positions: 
683	Note Shooter start menu
684	Start Note Shooter
685	Change Note Shooter skin
686	Edit {value1} map
687	Edit map
688	Note Shooter pause menu
689	Pause
690	Resume Note Shooter
691	Resume
692	Reset Note Shooter
693	Close skin selector
694	Skin category
695	Coming soon
696	New guitars will appear here.
697	Choose pet skin
698	Choose pick skin
699	Choose game map
700	Landscape only
701	Map for landscape phones
702	Landscape
703	Developer comparison test
704	Choose guitar effects
705	SET · Independent selection
706	AURA above · FLOOR below
707	Standalone floor · Cabinet
708	Choose guitar type
709	Saved chord progressions
710	Library
711	Close saved progressions
712	Choose saved chords and strumming patterns
713	{value1} {value2} chord reference fretboard
714	Technique
715	Add down-up strum
716	Add downstroke
717	Add upstroke
718	Add X2 pattern marker
719	Add row 1
720	Add 1
721	Add row 2
722	Add 2
723	Choose a technique
724	Selected chord
725	Edit chord {value1} · {value2}
726	Add 1 beat
727	Add 2 beats
728	Add 4 beats
729	Sequence
730	Auto rest {value1}
731	 Edit
732	Remove {value1} {value2}
733	Choose a chord to add
734	Strumming patterns by row
735	Row
736	Added patterns
737	Choose a pattern to add
738	Chord progression
739	Current chord progression
740	Next chord 
741	Suggested fingering: 
742	 enharmonic
743	Empty 8-bar progression example
744	Empty 4-bar progression example
745	Choose a progression
746	Choose a recommended or custom progression to see fingerings
747	Beat progress
748	Rhythm & Chords beat-dot metronome
749	Playback, tap tempo, count-in
750	Rhythm & Chords BPM, tap tempo, start, count-in
751	Start practice
752	Stop practice
753	Metronome settings
754	Built-in packs cannot be edited
755	Reference fretboard
756	Ready
757	Find and play the highlighted note on the fretboard.
758	Press Start to practice finding positions on the reference fretboard.
759	Practice BPM, playback, tap tempo, count-in
760	Rhythm subdivision
761	Scoring mode
762	Choose rhythm subdivision
763	Direction
764	Choose direction
765	Ascending from {value1}
766	Descending from {value1}
767	Repeat practice
768	Stop after {value1} repeats
769	Stop after one pass
770	Repeat count
771	Increase repeats
772	Decrease repeats
773	Quick BPM
774	Choose quick BPM
775	Metronome on
776	Metronome off
777	The same note can appear in several positions. Follow the reference fretboard.
778	Focus on rhythm and finger control rather than memorizing theory.
779	Upcoming notes
780	 string
781	Fret
782	The note you played is highlighted in the selected box
783	Check the string and fret within {value1}
784	Check the next note's string and fret
785	Accuracy
786	Practice stats
787	Current BPM
788	Current combo
789	Best combo
790	Rhythm accuracy
791	Pitch accuracy
792	Attempts
793	Perfect hits
794	Misses
795	Most missed note
796	Input level
797	Microphone input is low. Move your guitar closer or increase the input level.
798	Frequency
799	Target 
800	Target frequency
801	String / Fret
802	Scoring mode
803	Signal
804	Current BPM
805	Practice stage
806	Select audio files
807	Finished audio library · WAV files
808	Rename audio
809	Filename
810	Saved in WAV format with the .wav extension.
811	Change
812	Finished audio name
813	E.g. Guitar Mix
814	Saving mixes all tracks into one WAV file.
815	Saving...
816	Studio
817	Finished audio
818	 tracks
819	Play
820	Rename {value1}
821	Rename
822	Download {value1} to device
823	Download to device
824	No finished audio yet.
825	Combine sounds in the studio, then use MIX SAVE.
826	Open finished audio library
827	Create your finished mix
828	Audio timeline
829	Reorder {value1}
830	Mute {value1}
831	Solo {value1}
832	 Match
833	No audio
834	 + Add audio
835	 Record
836	Generating waveform...
837	Adjust selection start
838	Adjust selection end
839	Analyzing waveform...
840	The filename and waveform will appear when ready.
841	Pinch to zoom the timeline
842	Playback and timeline navigation
843	Stop recording
844	Record now
845	Saving
846	Loop selection
847	Zoom out
848	Fit all
849	Zoom in
850	Master BPM
851	1 bar
852	2 bars
853	Headphones recommended
854	 RECORDING · Recording a new track while playing existing tracks
855	Selection editing tools
856	Waveform range
857	{value1} clips selected
858	Drag the handles to fine-tune the range
859	Apply to selected clips
860	Drag on a waveform to show range tools
861	 Add audio
862	 Import files
863	 Record now
864	Timeline quick tools
865	Add audio to timeline
866	View and practice options
867	More
868	 Fit song
869	 Zoom out
870	 Zoom in
871	Set Loop A here
872	Set Loop B here
873	 Finished audio library
874	{value1} context tools
875	Adjust range with both handles
876	Drag on the timeline to move
877	Original file
878	Clip name
879	Start (ms)
880	Length (ms)
881	Drag either end of the clip to trim precisely.
882	Split at playhead
883	Delete clip
884	 Clips · Apply group values
885	Clip volume
886	Fade in (ms)
887	Fade out (ms)
888	 Mute this clip
889	Selected track
890	Track name
891	Detected/manual BPM
892	Not detected
893	 Match BPM · Preserve pitch
894	Track volume
895	 Mute
896	 Solo
897	Move up
898	Move down
899	Delete track
900	Close Inspector
901	Track settings
902	Essential settings
903	Waveform editing
904	Save mix
905	Balance the levels
906	Compare all tracks in one view.
907	Mute
908	Solo
909	Volume
910	Master output
911	Master volume
912	Preview the full mix, then save a WAV file to the Audio Studio library.
913	Trim range
914	Use the handles to select the range to keep.
915	Use audio from {value1}
916	Use audio through {value1}
917	Move start back 0.01 s
918	Move start forward 0.01 s
919	Move end back 0.01 s
920	Move end forward 0.01 s
921	Selection
922	Preview selection
923	Go to selection start
924	Pause preview
925	Play selection
926	Go to selection end
927	Selection playhead
928	Speed/tempo · Preserve pitch
929	Original BPM 
930	Detected
931	Manual
932	Analyze BPM
933	Target BPM
934	Decrease target BPM by 1
935	Increase target BPM by 1
936	Stretch ratio
937	Supported range: 
938	×.
939	 Processing with pitch preserved
940	 Restore original range
941	Processing...
942	Trim {value1}
943	Unmute
944	Move {value1}, currently starting at {value2}
945	Drag left or right to set the start position
946	Shared audio timeline
947	No audio to edit.
948	Select one or more files. Each will be placed on its own track.
949	 Analyzing files.
950	Go to timeline start
951	Go to start
952	Play all
953	Master playhead
954	 Save mix
955	Combine the current arrangement into one finished audio file.
956	Return to finished audio library
957	Back to library
958	Trim and combine your audio.
959	How to use
960	Set range and tempo in TRIM
961	Move waveforms left or right
962	Adjust volume and mute
963	Play together and save a mix
964	Choose backing groove pack
965	Groove Packs
966	Close groove pack picker
967	Pack type
968	Recommended
969	My packs
970	All
971	Search backing packs
972	Search packs
973	Pack category
974	Pop · Ballad
975	Pop
976	Funk · Disco
977	Funk
978	Select {value1}
979	Already in list
980	Stop preview
981	Preview
982	No results
983	No saved packs
984	No matching packs
985	Choose pack
986	Add to list
987	Guitar input level {value1}%{value2}
988	, peak
989	Backing Loop playhead
990	Unmute backing track
991	Mute backing track
992	Muted · Hover to adjust volume
993	Adjust backing volume
994	Backing volume
995	Shared backing playback controls
996	Previous backing track or restart current track
997	Pause backing
998	Play backing
999	Next backing track
1000	Repeat one
1001	Repeat all
1002	Repeat off · Play list once
1003	Turn shuffle off
1004	Turn shuffle on
1005	Shuffle on
1006	Shuffle off
1007	Close Playlist
1008	Backing recording and file controls
1009	Stop guitar recording
1010	Start guitar recording
1011	Edit current backing track
1012	Delete current backing track
1013	Cancel current operation
1014	Name and save current backing track
1015	Trim start: {value1} s
1016	{value1} s
1017	Trim end: {value1} s
1018	Trim the lead-in and tail for a seamless loop.
1019	Selected backing range
1020	Applying
1021	CANCEL discards this adjustment only. The original is kept until SAVE.
1022	Clear the current backing track?
1023	The recording in this panel will be removed. Saved backing tracks remain in your library.
1024	Clear
1025	Save backing track
1026	Enter a title you can recognize during practice.
1027	Close save dialog
1028	Backing title
1029	E.g. Am Practice
1030	Current backing track
1031	The current recording and title will be added to your saved items.
1032	No
1033	Current and saved playlist tabs
1034	Current playlist
1035	Open saved playlist {value1}
1036	Saved · 
1037	Add device files
1038	Play selected
1039	Select tracks
1040	Select {value1} in list
1041	Play {value1} now
1042	Move {value1} up
1043	Move {value1} down
1044	Remove {value1} from Playlist
1045	Add files or saved audio to build a playlist.
1046	Choose a playlist to save to
1047	Save as new playlist
1048	 — save selection
1049	New playlist name
1050	New playlist name (e.g. Busking Set)
1051	Save selected
1052	Save playlist
1053	Select tracks in the current playlist, then save the list.
1054	 tracks · 
1055	Delete {value1} title and saved playlist
1056	Delete playlist title
1057	Remove selected
1058	Select {value1} in saved playlist
1059	Play {value1} from saved playlist
1060	Add groove packs or device files to this playlist.
1061	Selected playlist
1062	” — delete this saved playlist?
1063	Only the saved playback order will be deleted. Audio files and the current playlist will be kept.
1064	Delete playlist
1065	” — 
1066	 tracks: remove them?
1067	Tracks are removed from this playlist only. Audio files stored in the app are kept.
1068	Collapse Backing Loop to the right
1069	Backing Loop guitar recording and loop playback
1070	Record a chord progression and loop it to practice soloing.
1071	Choose backing audio files to add to the current playlist
1072	 string 
1073	{value1}, open string {value2} deletion menu
1074	Play {value1}, open string {value2}
1075	Delete {value1}, open string {value2}
1076	Add open string {value1}
1077	Delete barre at fret {value1}, strings {value2}–{value3}: open menu
1078	Frets {value1}–{value2} {value3}
1079	Rest
1080	Open string
1081	Fret {value1}
1082	{value1}: {value2}{value3}
1083	Add {value1}, string {value2}, fret {value3}
1084	{value1}, string {value2}, fret {value3}: open deletion menu
1085	Play {value1}, string {value2}, fret {value3}
1086	{value1} · String {value2}, fret {value3}
1087	Delete {value1}, string {value2}, fret {value3}
1088	Delete barre at fret {value1}, strings {value2}–{value3}
1089	All notes
1090	Choose note
1091	Currently {value1}. Tap to use {value2}
1092	Flats
1093	Sharps
1094	Groove pack volume
1095	Feature status: {value1}
1096	Preview {value1}
1097	Couldn't load the preview audio. Tap to try again.
1098	Metronome volume
1099	Fit {value1} to width
1100	Fit width
1101	{value1} zoom level
1102	Chord diagrams
1103	Chord display
1104	Chord names
1105	Hi-hat
1106	Open hi-hat
1107	Closed
1108	Open
1109	Fill
1110	Fill hi-hat
1111	Drum technique
1112	Rest
1113	More instruments
1114	Previous input position
1115	← Previous
1116	Next input position
1117	Next →
1118	Drum input sound
1119	Sound 
1120	On
1121	Off
1122	Drum kit input
1123	Hi-hat {value1}
1124	More percussion
1125	Rimshot (synthesized)
1126	Volume
1127	Drum volume
1128	Sound and playback
1129	Score sound
1130	Stop score playback
1131	Play score
1132	Score playback BPM
1133	Confirm BPM
1134	Unmute drum editor
1135	Mute drum editor
1136	Drums
1137	Turn click off
1138	Turn click on
1139	 · Click 
1140	← Techniques
1141	Quick note duration
1142	Whole note
